code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,elevation,gps_precision,sources_cluster,users,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,bh_depth,casing_type,casing_size,bh_static_water_level,bh_operating_yield,bh_operating_hrs_per_day,bh_operating_draw_down,bh_recovery_time,dw_depth,dw_static_water_level,dw_yield,dw_operating_hours,dw_draw_down,recovery_time,spring_cumulative_discharge_rate,dam_depth,dam_length,dam_width,berkad_depth,berkad_length,berkad_width,other_depth,other_length,other_width,other_source_yield,reservoir_type,reservoir_capacity,pipeline_type,pipeline_length,number_of_hh_connections,number_of_water_points_kiosks,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,pump_type,pump_model,pump_capacity,pump_level,source_of_power,generator_type,generator_capacity,solar_type,solar_capacity,supply_system_condition,supply_system_condition_description,physical_water_quality_issues,color_odor_smell_description,temperature,ph,electrical_conductivity,total_disolved_solids,management_type,water_and_sanitation_committee,wsc_date_of_establishment,wsc_male_members,wsc_female_members,humans_charged_for_water,cost_of_water_for_humans,animals_charged_for_water,cost_of_water_for_livestock,name_of_operator,operator_contact_number,last_intervention_agency,last_intervention_description,last_intervention_date,additional_notes,metadata_tag
DWMJSA005,Dug Well,SWALIM_WSIS,2009-05-10,Middle Juba,Saakow,Baarsaare,Baarka,,Somalia Intercommunity Organization for Rehabilitation and Development,  3/1/2005,1.8788,42.3457,82.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,8.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMJSA006,Dug Well,SWALIM_WSIS,2009-05-10,Middle Juba,Saakow,Baarka,Deggaras,,,,1.848,42.3783,121.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,16.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,2220.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGGE040,Dam,SWALIM_WSIS,2008-11-06,Woqooyi Galbeed,Gebiley,Botor 3,Kala Baydh,,,,9.6968,43.5119,1540.0,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,1200.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMJSA007,Dug Well,SWALIM_WSIS,2009-01-10,Middle Juba,Saakow,Nusdinije,Sakow Town,,UNICEF - United Nations Children's Fund, 3/10/2009,1.6153,42.4093,72.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,3999.0,,,,,,,,,,,,,,,2009-03-01,,Water Sources Inventory Survey – WSIS
DWMSBA001,Dug Well,FGS_MoEWR,2019-10-03,Middle Shabelle,balcad,Cisiley DW,WarSheikh,,Community, 5/10/1980,2.164,45.5671,19.0,,6,,yes,,Yes,,20000,800,500,10000,0.0,No,,,,,,,,,18.0,11.0,11.0,16.0,5.0,,,,,,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,100.0,,,1,yes,5,,,,,,,,,,,,No,,31.0,8.0,750.0,325.0,,,,,,No,,No,,,,Community,Cleaning,2017-02-05,,Strategic Water Sources Survey – WSS_NAT
DMMJAF001,Dam,SWALIM_WSIS,2009-01-10,Middle Juba,Afmadow,Warah Dhobley,Hargant,,Somalia Intercommunity Organization for Rehabilitation and Development,  3/4/1989,1.1886,42.1824,64.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,189.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMSBA002,Dug Well,FGS_MoEWR,2019-10-03,Middle Shabelle,balcad,Shawtali - Ceel Macaan - DW,WarSheikh,,Community,  2/9/2010,2.1787,45.5944,7.0,,2,,yes,,Yes,,2400,540,350,9500,0.0,No,,,,,,,,,18.0,10.0,,12.0,,,,,,,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,20.0,0,1,3,no,,,F6,8.0,16.0,Submersible Pump,Dose,15.0,,,,,No,,30.8,8.1,1340.0,630.0,,Yes,  3/9/2018,4,1,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWNGEY003,Dug Well,SWALIM_HGS,2012-01-25,Nugaal,Eyl,Baqbaq 2,,,,,7.8295,49.4876,261.0,,,,,,Yes,,,,,,,,,,,,,,,,3.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,548.0,,,,,,,,,,,,,,,,Karkar formation,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWMSBA003,Dug Well,SWALIM_GSA,2018-06-06,Middle Shabelle,Balcad,Ceelka Gololey ee Geelow SH,Isgoos,,Private,16-06-05,2.4489,45.3557,91.0,,1,,Yes,,Yes,,300,0,0,0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Elect Submersible pump,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,Private,Pump replacement,2005-07-06,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWMSBA004,Dug Well,SWALIM_GSA,2018-06-06,Middle Shabelle,Balcad,Garsaale SH,Qalimow,,Private,25-06-05,2.6363,45.3732,99.0,,1,,Yes,,Yes,,300,0,0,0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,Elect Submersible pump,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,Agencty not specified,Generator and Pump and animal troughs rehab,2005-06-26,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWMSBA005,Dug Well,WOCCA,2011-06-13,Middle Shabelle,Balcad,Muki Dheere,Muki Dheere,,, 10/1/2010,2.3612,45.386,98.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOCCA,,2010-10-01,,Water Sources Data from Partners – WSD_Pat
DWBKWA111,Dug Well,SWALIM Archives,2004-05-12,Bakool,Waajid,El Towsiley,,4.0,Community,,4.0237,43.3581,430.0,,,,No,,No,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Water Sources Data from Partners – WSD_Pat
DMMJSA008,Dam,SWALIM_WSIS,2009-01-10,Middle Juba,Saakow,Basra,Laweytu,,Somalia Intercommunity Organization for Rehabilitation and Development,  4/1/2004,1.6631,42.3621,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWMSBA006,Dug Well,SWALIM_GSA,2018-06-06,Middle Shabelle,Balcad,Makaraan SH,Carafaag,,Private,09-07-05,2.3185,45.3919,122.0,,6,,,,Yes,,200,80,200,1200,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Elect Submersible pump,,82.0,,,,,,,,,,28.5,7.5,1210.0,600.0,Private,,,,,,,,,,,,,,"Source deepening to increase water provision, solar system, supply system and pump","Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMLSAF009,Dam,YME_GSA,2018-01-01,Lower Shabelle,Afgooye,Furuqleey,Furuqleey,,,,2.251,44.9259,83.0,,,,,,,,200,,,,,No,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Water Sources Data from Partners – WSD_Pat
DMLSAF011,Dam,YME_GSA,2018-01-03,Lower Shabelle,Afgooye,Kaysaney WC,Kunbuli,,,23-05-05,2.6247,45.3225,101.0,,,,,,Yes,,200,,,,,No,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,Water Sources Data from Partners – WSD_Pat
DMLSAF012,Dam,GSA/SWALIM,2018-04-01,Lower Shabelle,Afgooye,Doon-Awsurre,Doon-Awsurre,,,,2.2014,45.1223,87.0,,,,,,Yes,,85,,,,,No,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-07-05,,,,,,,,,,,,Fair,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMWGGE037,Dam,SWALIM_WSIS,2008-06-15,Woqooyi Galbeed,Gebiley,Lafta Boqorka 1,Lafta Boqorka,,,,9.6475,43.5854,1547.0,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,710.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMDGK001,Dam,GSA/SWALIM,2018-04-01,Mudug,Galkacyo,Akhwan WC,Xaar Xaar,,Former Somali Government,06-06-05,6.7102,47.3914,282.0,,1,,No,,Yes,,,500,20,300,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,7.9,2340.0,1170.0,Community,,,,0,,,,,,,,,,Protection from stray animals and young children from swimming,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMSJO001,Dam,GSA/SWALIM,2018-06-06,Middle Shabelle,Jowhar,Kafuunji WC,Congo,,Former Somali Government,04-06-05,2.7514,45.4833,104.0,,1,,,,Yes,,0,,800,5000,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,2005-07-10,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKXU044,Dug Well,SWALIM_WSIS,2009-07-27,Bakool,Xudur,Afgooye,,,,,4.1458,44.25,448.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Vision,,2008-01-28,,Water Sources Inventory Survey – WSIS
DWSNCR079,Dug Well,SWALIM_HGS,2012-02-02,Sanaag,Ceerigaabo,Daray 1,,,,,10.6542,47.529,1635.0,,,,,,Yes,,,,,,,,,,,,,,,,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,3140.0,,,,,,,,,,,,,,,,Taleh formation,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DMMDHO001,Dam,GSA/SWALIM,2018-04-01,Mudug,Hobyo,Garoowaale WC,Fataxruug,,Former Somali Government,02-06-05,6.0695,48.3962,64.0,,3,,No,,Yes,,,1000,,8000,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,06-07-05,,2,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWGDGA006,Dug Well,SWALIM_WSIS,2009-10-17,Gedo,Garbahaarey,Dhubaau,B/DHUBO,,,,3,42.2,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMDHO002,Dam,GSA/SWALIM,2018-04-01,Mudug,Hobyo,Balli Cadde WC,Budbud,,WFP - World Food Programme,06-07-05,6.2536,48.4383,62.0,,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,05-07-05,,2,,,,,,,,,2005-07-09,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMDHO003,Dam,GSA/SWALIM,2018-04-01,Mudug,Hobyo,Dejimaale WC,Xingod,,WFP - World Food Programme,07-07-05,6.31,48.2179,114.0,,5,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,0,,,,,,,,,2005-07-09,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMDHO004,Dam,GSA/SWALIM,2018-04-01,Mudug,Hobyo,Heeco WC,Dejimaale,,Former Somali Government,02-06-05,6.3438,48.1073,139.0,,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,0,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMDHO005,Dam,GSA/SWALIM,2018-04-01,Mudug,Hobyo,Fataxruug WC,Xingod,,Community,02-06-05,6.1301,48.4143,68.0,,4,,No,,Yes,,,300,,700,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMDXA001,Dam,GSA/SWALIM,2018-06-06,Mudug,Xarardheere,Sheegow WC,Ilbir,,Private,02-06-05,4.6643,47.6376,332.0,,7,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMDXA002,Dam,GSA/SWALIM,2018-06-06,Mudug,Xarardheere,Warshubo WC,Booreey,,Private,24-06-05,4.9134,47.9614,375.0,,10,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMDXA004,Dam,GSA/SWALIM,2018-06-06,Mudug,Xarardheere,Ilbir WC,Cadaado,,Private,20-06-05,4.496,47.6013,336.0,,7,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMDXA005,Dam,GSA/SWALIM,2018-06-06,Mudug,Xarardheere,Caddad WC,Tuulo barwaaqo,,Private,17-06-05,4.4759,47.6164,276.0,,7,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMDXA009,Dam,GSA/SWALIM,2018-06-06,Mudug,Xarardheere,Guudoole WC,Qeycad,,Private,12-06-05,4.9856,48.08,252.0,,5,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMJAF002,Dam,SWALIM_WSIS,2009-11-10,Middle Juba,Afmadow,Bulo Galool,Banta,,Somalia Intercommunity Organization for Rehabilitation and Development, 4/11/1997,1.1526,42.4696,56.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,1880.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJBU001,Dam,SWALIM_WSIS,2009-04-10,Middle Juba,Buaale,Dajuuma,Gubatu,,WV - World Vision,  4/7/2007,1.3565,42.422,61.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,189.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJBU002,Dam,SWALIM_WSIS,2009-01-10,Middle Juba,Buaale,Weregta kora,Jirma,,,,1.4785,42.3494,67.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,344.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJBU003,Dam,SWALIM_WSIS,2009-03-10,Middle Juba,Buaale,Radille Dhasheg,Buale Town,,MURDO -  Mubarak for Relief Development Organization,,1.2831,42.5822,48.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,2030.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJBU004,Dam,SWALIM_WSIS,2009-03-10,Middle Juba,Buaale,Sariiro,Bulale,,German Embassy,  4/9/1988,1.3478,42.7833,68.0,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,2930.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJSA001,Dam,SWALIM_WSIS,2009-09-30,Middle Juba,Saakow,Gumarey,,,Somalia Intercommunity Organization for Rehabilitation and Development, 3/10/1996,1.77,42.1812,115.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,291.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKWA027,Dug Well,SWALIM_WSIS,2009-08-12,Bakool,Waajid,Garas Maamow,,,,,3.7292,43.25,397.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,3999.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJSA007,Dam,SWALIM_WSIS,2009-06-10,Middle Juba,Saakow,Neefsooy,Salow,,Somalia Intercommunity Organization for Rehabilitation and Development,,1.7469,42.5063,131.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,384.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKWA064,Dug Well,SWALIM_WSIS,2009-08-08,Bakool,Waajid,Oorgafin,,,,,3.8958,43.4318,439.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,1548.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJSA010,Dam,SWALIM_WSIS,2009-01-10,Middle Juba,Saakow,Aw Jellow,,,Somalia Intercommunity Organization for Rehabilitation and Development, 1/10/2009,1.685,42.331,86.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,12440.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMJSA011,Dam,SWALIM_WSIS,2009-09-29,Middle Juba,Saakow,Gabso,Dag-garas,,Somalia Intercommunity Organization for Rehabilitation and Development,  3/1/1999,1.9023,42.1459,113.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,19500.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMMSBA001,Dam,GSA/SWALIM,2018-06-06,Middle Shabelle,Balcad,Congo dam,Garaash,,,06-07-05,2.7164,45.4533,103.0,,1,,,,,,0,250,600,5000,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMMSBA002,Dam,GSA/SWALIM,2018-06-06,Middle Shabelle,Balcad,Kurshaale BR,Maqaarcarees,,Private,07-07-05,2.3542,45.4106,97.0,,1,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMSLCA001,Dam,SWALIM_WSIS,2008-12-06,Sool,Caynabo,Mashruuca Dam,Saddex Geed,,,,9.0241,46.4878,759.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,562.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKWA017,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Waajid,Geedi,waajid,,Private,28-06-05,3.8141,43.2439,381.0,,200,,No,,Yes,,16,,,,,,,,,,,,,,9.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Quick rehabilitation (Installing hand pump and construction of the Dug Wells mouth,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKWA015,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Waajid,Waranley,waajid,,Community,17-06-05,3.8079,43.2438,372.0,,180,,Yes,,Yes,,22,,,,,,,,,,,,,,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,Development (Installing hand pump and construction of the Dug Wells mouth,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMSLLA001,Dam,Somaliland_MoWRD,2019-10-21,Sool,Laas Caanood,Yoocada,Lasanod,10.0,UNDP - United Nations Development Programme, 5/17/2016,8.513,47.4572,631.0,3.216,0,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,3.0,80.0,80.0,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,200.0,,2,5,Yes,3,,,,,No Pump,,,,,,,yes,The water color is grey,30.0,7.9,440.0,319.0,,No,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DMSLLA002,Dam,Somaliland_MoWRD,2019-10-22,Sool,Laas Caanood,Kalabaydh,Kalabaydh,2.0,Other, 4/17/2017,8.2459,47.2435,752.0,4.288,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,3.0,40.0,40.0,,,,,,,,Steel tank,,Galvanised Steel,100.0,,1,2,No,,,,,,,,,,,,,no,,,,,,,No,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DMSLTA001,Dam,Somaliland_MoWRD,2019-10-31,Sool,Taleex,Dam taleex,Taleex,10.0,UNDP - United Nations Development Programme,10/31/2019,9.1785,48.4617,656.0,4.288,0,,Yes,,No,This dam is not function at this time because it's ongoing,,,,,,,,,,,,,,,,,,,,,,3.0,140.0,70.0,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,200.0,0,1,2,No,,,Centifungal,2.6,,Submersible Pump,,,Photovoltaic,3.0,,At this time the condition of supply system ongoing,no,,,,,,,No,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DMSNCL001,Dam,SWALIM_WSIS,2008-07-06,Sanaag,Ceel Afweyn,Ceel Afweyn Dam,Ceel Afweyn,,,,9.9373,47.2241,1084.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,614.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWNGGA088,Dug Well,SWALIM_WSIS,2008-07-03,Nugaal,Garoowe,Sabacad,,,,,8.492,48.929,345.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,3.7,1.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3447.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHTGBC145,Borehole,SWALIM_HGS,2012-02-23,Togdheer,Burco,Dakhanyado BH2,,,,,9.48464,45.60417,1013.0,,,,,,Yes,,,,,,,,180.0,,,110.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submersible Pump,,,,,,,,,,,,,,8.0,1407.0,,,,,,,,,,,,,,,,Awrado limestone,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBKWA026,Dug Well,SWALIM_GSA,2017-05-15,Bakool,Waajid,Hidig SH,Hidig,,Community,09-06-05,3.8146,43.2495,385.0,,,,Yes,,Yes,,,,,,,No,,,,,,,,,8.5,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
DWBKWA028,Dug Well,SWALIM_WSIS,2009-08-18,Bakool,Waajid,IDPs waajid Town,,,,,3.8125,43.25,383.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,AOV International,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - United Nations Children's Fund,,2009-01-24,,Water Sources Inventory Survey – WSIS
DWBKWA029,Dug Well,SWALIM Archives,2004-08-19,Bakool,Waajid,Ceel Walaq,,0.200000003,Community,25-06-05,3.8003,43.2505,375.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,5.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,7.0,3049.999952,,,Yes,,,,,,,,Yes,,Community,,,,Water Sources Data from Partners – WSD_Pat
DMSNCL002,Dam,Somaliland_MoWRD,2019-11-08,Sanaag,Ceel Afweyn,Baliga Huluul,Huluul Village,1.0,Community,  7/5/2012,9.9639,46.6939,820.0,4.288,0,,No,3,Yes,,,,,,,,,,,,,,,,,,,,,,,2.0,35.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,Yes, 12/7/2016,6,4,No,,No,,,,,,2016-05-04,,Strategic Water Sources Survey – WSS_NAT
DWBKWA030,Dug Well,SWALIM Archives,2004-09-20,Bakool,Waajid,Raaxoole,,,WV - World Vision,25-06-05,3.8128,43.2522,383.0,,,,No,,Yes,,,,,,,,,,,,,,,,7.45,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,7.0,2630.000114,,,Yes,,,,,,,,Yes,,Community,,,,Water Sources Data from Partners – WSD_Pat
DMSNCR001,Dam,Somaliland_MoWRD,2019-11-03,Sanaag,Ceerigaabo,jiidali Dam,Jiidali,3.0,ARC,  8/4/2016,10.6813,47.6903,1398.0,4.288,0,,No,6,Yes,,,,,,,,,,,,,,,,,,,,,,,2.0,60.0,60.0,,,,,,,,Steel tank,,Galvanised Steel,60.0,0,1,2,No,,,,,,No Pump,,,,,,Good  condition,no,,16.7,,557.0,415.0,,,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
